ID_int {9},TaskType {1},enemyID1 {2},count1 {1},enemyID2 {2},count2 {1},enemyID3 {2},count3 {1},enemyID4 {2},count4 {1},GimmickType1 {1},MatchingID1 {3},GimmickType2 {1},MatchingID2 {3},GimmickType3 {1},MatchingID3 {3},GimmickType4 {1},MatchingID4 {3},PartsEneID1 {2},PartsName1 {7},PartsCount1 {1},PartsEneID2 {2},PartsName2 {7},PartsCount2 {1},PartsEneID3 {2},PartsName3 {7},PartsCount3 {1},PartsEneID4 {2},PartsName4 {7},PartsCount4 {1},Navi_Type {1},Navi_Title {2}
<ABB2EE6F>,0,1416,3,1417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<832AEF31>,0,1215,1,1216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3C759C5C>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,horn_R,1,0,,0,0,,0,0,,0,10,22
<689143AD>,0,1309,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<31748221>,0,1310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2E4902DE>,0,1311,1,1312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<22FA22ED>,0,1313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<859B47E2>,0,1652,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<17B58809>,0,1653,1,1654,1,1655,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1853FB19>,1,0,0,0,0,0,0,0,0,2,2152031,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<89290A2B>,0,1658,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E977ADFE>,0,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D3D69720>,0,1419,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B94F1E5F>,0,1420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D1796695>,0,1523,1,1524,1,1525,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B094D7C8>,0,1659,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EEB3CEB7>,0,1660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E7438187>,0,1661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<40C7D173>,0,1314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D5C6DB15>,0,1315,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4EFDA8F7>,0,1316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F3D0E9C7>,0,1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<269991F1>,0,1317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EC503D5C>,0,1318,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E7B11A13>,0,1319,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F22DC42A>,0,1662,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<8D187B6F>,0,1663,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4231C28F>,0,1664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CE0A2201>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,back,1,0,,0,0,,0,0,,0,0,0
<821443BE>,0,1526,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AE296E81>,0,1527,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<91458CD6>,0,1528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7AE2E49D>,0,1529,2,1530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D4446E94>,0,1529,2,1531,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D488E24D>,0,889,1,1532,1,1533,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<A266CA81>,0,1665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<6D927A13>,0,1421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7D1B87C9>,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<82BDCF8E>,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<EC40A859>,0,890,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<204735C3>,1,0,0,0,0,0,0,0,0,2,2165041,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<142668AC>,0,1320,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7B100E5D>,0,1321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<70524526>,0,1219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5CAA76A6>,0,1220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ACEA6C91>,0,1222,2,1223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4D3E53AE>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,head,1,0,,0,0,,0,0,,0,0,0
<13946915>,0,1667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BDD5FBC1>,1,0,0,0,0,0,0,0,0,2,2168021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<51866C1B>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,tail,1,0,,0,0,,0,0,,0,10,23
<02EDF501>,0,1423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<40F7CB6F>,0,1424,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9420AD3F>,1,0,0,0,0,0,0,0,0,2,2169021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<0FB2C442>,0,1669,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4F2FEAD4>,0,1671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1D1FCEE0>,0,1538,3,1539,3,1540,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7881309D>,0,1541,1,1542,1,1543,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<77144F33>,0,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B6BB4C38>,0,1322,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<019A0B0C>,0,1323,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<26D89149>,0,891,2,904,1,1324,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D5AEC9DB>,0,1427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EB10ACC4>,0,1544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9920E90A>,0,1545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9F4F62ED>,0,1547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<7081B0BE>,0,1549,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D6A14BB1>,0,1551,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<DBEA3237>,0,1552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3BF72804>,0,1224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2BE1AB43>,0,1225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<65A52495>,0,1226,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E808EB60>,0,1325,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0E4A4560>,0,1326,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<88E12A02>,0,1327,1,907,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<092DBB1B>,0,1553,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EF5D7F3C>,1,0,0,0,0,0,0,0,0,0,2179021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<FAC62CA8>,0,1555,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E19D7741>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,body,1,0,,0,0,,0,0,,0,0,0
<98414670>,0,1227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CA0A8F6F>,0,1228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2F995DE0>,0,1229,1,1230,1,1231,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<58B1938B>,0,1328,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<40DEF1C6>,0,1329,2,1330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<28F57D4A>,0,1331,1,1332,2,1333,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CCA115D8>,1,0,0,0,0,0,0,0,0,2,2181021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<39B2AFA7>,0,1672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CAA01FDA>,0,1673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<012EA6AD>,1,0,0,0,0,0,0,0,0,2,2182021,2,2182022,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<7F395BE5>,0,1556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9C6C5729>,0,1563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<16094448>,0,1334,2,1335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EFC43FB4>,0,1336,2,1335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7E800F58>,0,905,2,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<347D8223>,0,1429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9BFAEA71>,0,1338,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<72379A7B>,0,1339,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ECF98238>,0,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B23DA115>,0,1564,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<126E2F6F>,0,1565,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1393D658>,0,1566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2981632A>,0,1430,1,1431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<A222B891>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<AC8D3136>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<A02DD5CF>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<BA8A6A7D>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<5BDF7C25>,0,1567,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5F29C415>,0,1569,1,1568,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<91D6DE32>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,head,1,0,,0,0,,0,0,,0,0,0
<79A3E949>,0,1432,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0AD7655A>,0,1433,2,1434,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<41126FCC>,0,1435,1,1436,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5B44A831>,0,1232,1,1234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<567CE855>,0,1570,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9BDB8060>,0,1571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<55BEC990>,0,1572,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4984DA6B>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<38EEAEF5>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<4B7AFDDD>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<180B9B01>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<8C1CB331>,0,1235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D6BB97E2>,0,1237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B6EBF77B>,0,1238,1,1236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0D0635D5>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,head,1,0,,0,0,,0,0,,0,0,0
<1A698D0C>,0,1342,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F31322D2>,0,1343,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2B7CCD8C>,0,1344,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7D3156EB>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<99B7284D>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<C58156BE>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<0E52B48B>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<A827AE92>,0,1573,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4F60A13A>,0,1574,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1FAB120F>,0,1575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<54B9AF9F>,0,1576,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CEB95ECA>,0,1577,3,1578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B1BBB7F8>,0,1697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<77D6C330>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<660E0F89>,0,1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BD3EFD29>,0,1689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<100F920D>,0,1690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<DA7838F2>,0,1691,1,1692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<873BEFA1>,0,1693,1,1694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<947305CC>,0,1695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E086DB1C>,0,1696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<DE17EA89>,0,1124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<055464A3>,0,1125,1,1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F6CAE881>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C8BC247D>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
