resource {2},Action {7},PathMot {7},PathChr {7},Effect {7},ClipEvent {7},CES_EFFECT {7},CES_SOUND {7},SND_PACK {7},SeEnv {2},ProxyID {2},unionID {7},family {1},sex {1},age {2},job1 {2},job2 {2},job3 {2},job4 {2},outline1 {2},outline2 {2},outline3 {2},outline4 {2},outline5 {2},outline6 {2},outline7 {2},group {2},UI {2},NPCType {1},name {2},TypeFamily {1},UnionSet {1},facial {2},Flag [talk] {1},Flag [map] {1}
272,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0464,3,2,23,317,0,0,0,969,0,0,0,0,0,0,4306,1804,3,275,0,0,1,1,1
578,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0465,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,1,1
273,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0526,4,2,30,319,0,0,0,971,972,0,0,0,0,0,1105,1805,2,277,0,0,1,1,1
274,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0527,4,2,22,320,0,0,0,973,974,0,0,0,0,0,1105,1806,3,278,0,0,1,1,1
275,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0528,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2,277,0,0,1,1,1
276,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0551,6,1,17,321,0,0,0,975,0,0,0,0,0,0,2305,1807,3,279,0,0,1,1,1
277,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0552,6,1,13,322,323,0,0,976,977,0,0,0,0,0,2203,1808,2,280,0,0,1,1,1
278,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0553,6,1,33,324,325,326,0,978,979,980,0,0,0,0,3305,1809,3,281,0,0,1,1,1
279,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0554,6,1,26,327,0,0,0,981,982,0,0,0,0,0,2208,1810,2,282,0,0,1,1,1
280,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0555,6,1,19,328,0,0,0,983,984,0,0,0,0,0,4304,1811,3,283,0,0,1,1,1
281,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0556,6,1,66,329,0,0,0,985,0,0,0,0,0,0,2303,1812,3,284,0,0,1,1,1
282,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0557,6,1,45,330,0,0,0,986,0,0,0,0,0,0,2203,1813,3,285,0,0,1,1,1
283,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0558,6,1,9999,331,0,0,0,987,0,0,0,0,0,0,4202,1814,3,286,0,0,1,1,1
284,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0559,6,1,9999,332,0,0,0,988,0,0,0,0,0,0,4202,1815,3,287,0,0,1,1,1
285,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0560,6,1,99,333,0,0,0,989,0,0,0,0,0,0,2206,1816,2,288,0,0,1,1,1
286,np0111,np081002,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0561,6,1,9999,334,0,0,0,990,0,0,0,0,0,0,4202,1817,3,289,0,0,1,1,1
287,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0562,6,1,40,335,0,0,0,991,992,993,0,0,0,0,2304,1818,2,290,0,0,1,1,1
288,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0563,6,1,45,336,0,0,0,994,995,0,0,0,0,0,2208,1819,3,291,0,0,1,1,1
289,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0564,6,1,18,337,338,0,0,996,997,998,0,0,0,0,2206,1820,3,292,0,0,1,1,1
290,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0565,6,1,17,339,0,0,0,999,1000,0,0,0,0,0,2202,1821,2,293,0,5,1,1,1
291,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0566,6,1,15,340,0,0,0,1001,1002,0,0,0,0,0,2202,1822,3,294,0,5,1,1,1
292,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0567,6,1,45,341,0,0,0,1003,0,0,0,0,0,0,4103,1823,3,295,0,0,1,1,1
293,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0568,6,1,23,342,0,0,0,1004,1005,1006,0,0,0,0,2304,1824,3,296,0,0,1,1,1
294,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0569,6,1,30,343,0,0,0,1007,0,0,0,0,0,0,2206,1825,2,297,0,0,1,1,1
295,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0570,6,1,24,344,0,0,0,1008,1009,0,0,0,0,0,2305,1826,2,298,0,0,1,1,1
296,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0571,6,1,40,345,0,0,0,1010,1011,0,0,0,0,0,2305,1827,3,299,0,0,1,1,1
297,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0572,6,1,21,346,0,0,0,1012,0,0,0,0,0,0,2305,1828,3,300,0,0,1,1,1
298,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0573,6,1,30,347,0,0,0,1013,1014,0,0,0,0,0,2208,1829,3,301,0,0,1,1,1
299,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0574,6,1,23,348,0,0,0,1015,0,0,0,0,0,0,2207,1830,3,302,0,0,1,1,1
300,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0575,6,1,38,349,0,0,0,1016,0,0,0,0,0,0,2305,1831,3,303,0,0,1,1,1
301,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0576,6,1,12,350,0,0,0,1017,0,0,0,0,0,0,2201,1832,2,304,0,0,1,1,1
302,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0577,6,1,11,351,0,0,0,1018,0,0,0,0,0,0,2201,1833,3,305,0,0,1,1,1
303,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0578,6,1,9,352,0,0,0,1019,0,0,0,0,0,0,2201,1834,3,306,0,0,1,1,1
304,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0579,6,1,26,353,0,0,0,1020,0,0,0,0,0,0,2207,1835,2,307,0,0,1,1,1
305,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0580,6,1,20,354,0,0,0,1021,1022,0,0,0,0,0,2207,1836,2,308,0,0,1,1,1
306,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0581,6,1,43,355,0,0,0,1023,0,0,0,0,0,0,2207,1837,3,309,0,0,1,1,1
307,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0582,6,1,25,356,0,0,0,1024,0,0,0,0,0,0,2209,1954,3,310,0,0,1,1,1
308,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0601,6,2,28,357,0,0,0,1025,0,0,0,0,0,0,2002,1838,2,311,0,0,1,1,1
309,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0602,6,2,27,358,0,0,0,1026,0,0,0,0,0,0,4202,1839,2,312,0,0,1,1,1
310,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0603,6,2,26,359,0,0,0,1027,1028,0,0,0,0,0,2304,1840,2,313,0,0,1,1,1
311,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0604,6,2,20,360,0,0,0,1029,0,0,0,0,0,0,3103,1841,3,314,0,0,1,1,1
312,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0605,6,2,9999,361,0,0,0,1030,0,0,0,0,0,0,4202,1842,3,315,0,0,1,1,1
313,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0606,6,2,23,362,0,0,0,1031,0,0,0,0,0,0,4103,1843,3,316,0,0,1,1,1
314,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0607,6,2,23,363,364,365,0,1032,1033,1034,0,0,0,0,2206,1844,3,317,0,0,1,1,1
315,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,139,uni0608,6,2,22,366,0,0,0,1035,0,0,0,0,0,0,2209,1845,3,318,0,0,1,1,1
316,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0609,6,2,24,367,0,0,0,1036,0,0,0,0,0,0,4201,1846,3,319,0,0,1,1,1
318,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0611,6,2,44,368,0,0,0,1037,1038,0,0,0,0,0,2203,1850,2,320,0,0,1,1,1
319,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0612,6,2,16,369,0,0,0,1039,0,0,0,0,0,0,4103,1851,2,321,0,0,1,1,1
320,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0613,6,2,22,370,0,0,0,1040,1041,0,0,0,0,0,2305,1852,3,322,0,0,1,1,1
321,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0614,6,2,43,371,0,0,0,1042,0,0,0,0,0,0,2203,1853,3,323,0,0,1,1,1
322,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0615,6,2,24,372,0,0,0,1043,1044,1045,0,0,0,0,2304,1854,3,324,0,0,1,1,1
323,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0618,6,2,19,375,0,0,0,1048,1049,0,0,0,0,0,2102,1857,3,327,0,0,1,1,1
324,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0619,6,2,27,376,0,0,0,1050,0,0,0,0,0,0,2003,1858,2,328,0,0,1,1,1
325,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0620,6,2,10,377,0,0,0,1053,0,0,0,0,0,0,2201,1859,3,329,0,0,1,1,1
326,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0621,6,2,9,378,0,0,0,1054,0,0,0,0,0,0,2201,1860,3,330,0,0,1,1,1
327,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0622,6,2,27,376,0,0,0,1051,0,0,0,0,0,0,2003,1861,2,331,0,0,1,1,1
328,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0623,6,2,27,376,0,0,0,1052,0,0,0,0,0,0,2003,1862,2,332,0,0,1,1,1
329,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0624,6,2,43,381,0,0,0,1055,0,0,0,0,0,0,2305,1955,3,333,0,0,1,1,1
331,np0111,np071003,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0651,8,1,19,382,0,0,0,1056,1057,1058,0,0,0,0,3209,1863,2,334,0,0,1,1,1
332,np0111,np071001,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0652,8,1,22,383,0,0,0,1059,0,0,0,0,0,0,4006,1864,3,335,0,0,1,1,1
333,np0111,np071001,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0653,8,1,23,384,0,0,0,1060,0,0,0,0,0,0,4006,1865,3,336,0,0,1,1,1
334,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0654,8,1,24,385,0,0,0,1061,0,0,0,0,0,0,4305,1866,3,337,0,0,1,1,1
335,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0655,8,1,31,386,0,0,0,1062,0,0,0,0,0,0,3110,1867,3,338,0,0,1,1,1
336,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0656,8,1,70,387,0,0,0,1063,0,0,0,0,0,0,4006,1868,3,339,0,0,1,1,1
337,np0111,np071004,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0657,8,1,56,388,0,0,0,1064,0,0,0,0,0,0,3209,1869,3,340,0,0,1,1,1
338,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0658,8,1,48,389,0,0,0,1065,0,0,0,0,0,0,3110,1870,3,341,0,0,1,1,1
339,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0659,8,1,20,390,0,0,0,1066,1067,0,0,0,0,0,3109,1871,3,342,0,0,1,1,1
340,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0660,8,1,27,391,0,0,0,1068,1069,0,0,0,0,0,3109,1872,3,343,0,0,1,1,1
341,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0661,8,1,23,392,393,0,0,1070,1071,1072,0,0,0,0,4005,1873,3,344,0,0,1,1,1
342,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0662,8,1,43,394,0,0,0,1073,0,0,0,0,0,0,4005,1874,3,345,0,0,1,1,1
343,np0111,np071003,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0663,8,1,55,395,0,0,0,1074,0,0,0,0,0,0,4305,1875,3,346,0,0,1,1,1
344,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0664,8,1,26,396,0,0,0,1075,0,0,0,0,0,0,3209,1876,3,347,0,0,1,1,1
345,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0665,8,1,44,397,0,0,0,1076,1077,0,0,0,0,0,3109,1877,3,348,0,0,1,1,1
346,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0666,8,1,16,398,0,0,0,1078,1079,0,0,0,0,0,3107,1956,3,349,0,0,1,1,1
347,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0667,8,1,27,399,400,0,0,1080,1081,0,0,0,0,0,1010,1878,3,350,0,0,1,1,1
348,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0668,8,1,90,401,402,0,0,1082,1083,0,0,0,0,0,3209,1957,3,351,0,0,1,1,1
349,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0669,8,1,38,403,0,0,0,1084,0,0,0,0,0,0,3106,1958,3,352,0,0,1,1,1
351,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0681,8,2,22,404,0,0,0,1085,1086,1087,0,0,0,0,3108,1879,3,353,0,0,681,1,1
352,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0683,8,2,18,406,0,0,0,1089,1090,0,0,0,0,0,3107,1881,3,355,0,0,681,1,1
353,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0684,8,2,21,407,408,0,0,1092,1093,1094,0,0,0,0,3106,1882,3,356,0,0,681,1,1
354,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0685,8,2,23,409,0,0,0,1095,1096,0,0,0,0,0,3109,1883,3,357,0,0,681,1,1
355,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0686,8,2,46,410,0,0,0,1097,0,0,0,0,0,0,4005,1884,3,358,0,0,681,1,1
356,np0111,np072002,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0687,8,2,22,411,0,0,0,1098,1099,1100,0,0,0,0,3108,1885,3,359,0,0,681,1,1
357,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0688,8,2,25,412,0,0,0,1101,0,0,0,0,0,0,2102,1886,3,360,0,0,681,1,1
358,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0689,8,2,65535,413,0,0,0,1102,1103,0,0,0,0,0,4007,1959,3,361,0,0,681,1,1
359,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0690,8,2,31,414,0,0,0,1104,1105,0,0,0,0,0,1202,1960,3,362,0,0,681,1,1
360,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0711,5,1,0,415,0,0,0,1106,0,0,0,0,0,0,1206,1887,3,363,0,0,610,1,1
361,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0712,5,1,0,416,0,0,0,1107,0,0,0,0,0,0,4103,1888,3,364,0,0,610,1,1
362,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0713,5,1,61,417,0,0,0,1108,1109,0,0,0,0,0,3302,1889,3,365,0,0,610,1,1
363,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0714,5,1,66,418,0,0,0,1110,1111,1112,0,0,0,0,3302,1890,3,366,0,0,610,1,1
364,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0715,5,1,0,419,0,0,0,1113,1114,0,0,0,0,0,4304,1891,3,367,0,0,610,1,1
365,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0716,5,1,0,420,421,0,0,1115,0,0,0,0,0,0,3302,1892,3,368,0,0,610,1,1
366,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0717,5,1,0,422,0,0,0,1116,0,0,0,0,0,0,3303,1893,3,369,0,0,610,1,1
367,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0719,5,1,0,423,0,0,0,1117,0,0,0,0,0,0,3303,1894,3,370,0,0,610,1,1
368,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0721,5,1,0,424,0,0,0,1118,0,0,0,0,0,0,4002,1895,3,371,0,0,610,1,1
369,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0722,5,2,0,425,426,0,0,1119,1120,0,0,0,0,0,3303,1896,3,372,0,0,610,1,1
370,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0723,5,1,0,427,428,0,0,1121,0,0,0,0,0,0,3302,1897,3,373,0,0,610,1,1
371,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0724,5,1,0,429,0,0,0,1123,1124,0,0,0,0,0,4206,1898,3,374,0,4,610,1,1
372,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0725,5,1,0,430,0,0,0,1125,1126,0,0,0,0,0,1206,1899,3,375,0,0,610,1,1
373,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0726,5,1,35,431,0,0,0,1127,0,0,0,0,0,0,3302,1900,3,376,0,0,610,1,1
374,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0727,5,1,0,432,0,0,0,1128,0,0,0,0,0,0,3302,1901,3,377,0,0,610,1,1
375,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0728,5,1,0,433,0,0,0,1129,0,0,0,0,0,0,4002,1902,3,378,0,0,610,1,1
376,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0729,5,1,0,434,0,0,0,1130,0,0,0,0,0,0,4206,1903,3,379,0,0,610,1,1
377,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0730,5,1,44,435,436,0,0,1131,1132,1133,0,0,0,0,3302,1904,3,380,0,0,610,1,1
378,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0731,5,1,51,437,0,0,0,1134,0,0,0,0,0,0,3302,1905,3,381,0,0,610,1,1
379,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0732,5,1,47,438,0,0,0,1136,1137,0,0,0,0,0,3302,1906,3,382,0,0,610,1,1
380,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0733,5,1,0,439,0,0,0,1138,0,0,0,0,0,0,3304,1961,3,383,0,0,610,1,1
381,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0734,5,1,0,440,0,0,0,1139,0,0,0,0,0,0,3302,1962,3,384,0,0,610,1,1
382,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0741,5,2,0,441,0,0,0,1140,0,0,0,0,0,0,1206,1963,3,385,0,0,610,1,1
383,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0742,5,2,0,442,0,0,0,1141,0,0,0,0,0,0,1206,1907,3,386,0,0,610,1,1
384,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0744,5,2,0,444,0,0,0,1143,0,0,0,0,0,0,3303,1908,3,388,0,0,610,1,1
385,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0751,11,2,65535,445,0,0,0,1144,0,0,0,0,0,0,1302,1909,3,389,0,0,1,1,1
655,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0752,11,2,65535,446,0,0,0,1145,0,0,0,0,0,0,2303,1965,3,390,0,0,1,1,1
386,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0753,11,2,65535,447,0,0,0,1146,0,0,0,0,0,0,1303,1911,3,391,0,0,1,1,1
387,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0755,11,2,65535,449,450,0,0,1148,1149,0,0,0,0,0,1302,1913,3,393,0,0,1,1,1
388,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0756,11,2,65535,451,0,0,0,1151,1152,1153,0,0,0,0,1302,1914,3,394,0,0,1,1,1
389,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0757,11,2,65535,452,0,0,0,1154,0,0,0,0,0,0,3209,1915,3,395,0,0,1,1,1
390,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0758,11,2,65535,453,0,0,0,1155,0,0,0,0,0,0,3208,1916,3,396,0,0,1,1,1
391,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0759,11,2,65535,454,0,0,0,1156,0,0,0,0,0,0,1105,1917,3,397,0,0,1,1,1
392,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0760,11,2,65535,455,0,0,0,1157,0,0,0,0,0,0,1107,1918,3,398,0,0,1,1,1
654,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0761,11,2,65535,456,0,0,0,1158,0,0,0,0,0,0,0,1919,3,399,0,0,1,1,1
394,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0762,11,2,65535,457,0,0,0,1159,0,0,0,0,0,0,1303,1920,3,400,0,0,1,1,1
395,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0763,11,2,65535,458,0,0,0,1160,0,0,0,0,0,0,1303,1921,3,401,0,0,1,1,1
396,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0764,11,2,65535,459,0,0,0,1161,0,0,0,0,0,0,2301,1922,3,402,0,0,1,1,1
397,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0765,11,2,65535,460,0,0,0,1162,0,0,0,0,0,0,4201,1923,3,403,0,0,1,1,1
398,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0766,11,2,65535,461,0,0,0,1163,0,0,0,0,0,0,0,1940,3,404,0,0,1,1,1
399,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0781,7,3,31,462,0,0,0,1164,0,0,0,0,0,0,2103,1924,3,405,0,0,1,1,1
400,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0782,7,3,25,463,0,0,0,1165,1166,1167,0,0,0,0,2109,1925,3,406,0,0,1,1,1
401,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0783,7,3,0,464,465,466,0,1168,1169,1170,0,0,0,0,2109,1926,2,407,0,0,1,1,1
402,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0784,7,3,52,467,0,0,0,1171,0,0,0,0,0,0,1207,1927,3,408,0,0,1,1,1
403,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0785,7,3,24,468,0,0,0,1172,0,0,0,0,0,0,4103,1928,3,409,0,0,1,1,1
404,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0786,7,3,28,469,470,0,0,1173,1174,0,0,0,0,0,2105,1929,3,410,0,0,1,1,1
405,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0787,7,3,21,471,0,0,0,1175,0,0,0,0,0,0,4203,1930,3,411,0,0,1,1,1
406,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0788,7,3,40,472,0,0,0,1176,1177,0,0,0,0,0,2109,1931,2,412,0,0,1,1,1
407,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0789,7,3,22,473,0,0,0,1178,0,0,0,0,0,0,1207,1932,3,413,0,0,1,1,1
408,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0790,7,3,20,474,0,0,0,1179,0,0,0,0,0,0,4203,1931,2,414,0,0,1,1,1
409,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0791,7,3,37,475,0,0,0,1180,1181,0,0,0,0,0,1207,1934,3,415,0,0,1,1,1
410,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0792,7,3,33,476,0,0,0,1182,1183,1184,1185,0,0,0,1203,1935,3,416,0,0,1,1,1
411,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0793,7,3,33,477,0,0,0,1186,0,0,0,0,0,0,1203,1936,2,417,0,0,1,1,1
412,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0794,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2,414,0,0,1,1,1
416,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,418,0,0,1,0,1
417,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,419,0,0,1,0,1
418,np0111,np011003,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,420,0,0,1,0,1
