<DBEA0DF4> {9},<40307D1F> {2},<F59B6FEA> {7},<23797629> {7},<9EF7C876> {7},<ECFF4F2A> {7},<307BCFCE> {7},<AFF227E1> {7},<7AA41279> {7},<955D6460> {7},<EC2C6223> {2},<12BBD4BC> {2},<539B57F0> {7},<499A9A38> {1},<55819099> {1},<2AC68551> {2},<84D11062> {2},<57EA9F2B> {2},<B9BE158A> {2},<8EBCAFB4> {2},<8E9859A8> {2},<BB4BCAD6> {2},<DACB4DF2> {2},<97F347AA> {2},<CE330BDB> {2},<94FDC57E> {2},<05349E2C> {2},<3CDE1626> {2},<41A318B6> {2},<F5ED412D> {1},<DBAF43F0> {2},<F7E1FAB8> {1},<49BB23FB> {1},<5E421975> {2},<F0375EE4> {1},<3E6D2243> {1}
<9109E360>,539,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<79016D1D>,522,np0111,np202051,np202051,,,,,,9,116,uni2103,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<40A50EA7>,523,np0111,np201091,np201091,,np201091,,sound_np201091,se_np201091,7,116,uni2104,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<767815D5>,524,np0111,np202031,np202031,,np202031,,sound_np202031,se_np202031,7,116,uni2105,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<1BC1E5C5>,525,np0111,np207031,np207031,,np207031,,sound_np207031,se_np207031,7,116,uni2106,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<238A4109>,53,np0111,np202071,np202071,,np202070,effect_np202070,sound_np202070,se_np202070,7,116,uni2107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2,40,0,1,1,1,1
<11D28E47>,526,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,116,uni2108,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<9910DC9C>,527,np0111,np206051,np206051,,np206051,,sound_np206051,se_np206051,7,116,uni2109,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<5566FDDD>,286,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,116,uni2110,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,289,0,0,1,1,1
<90EFCE78>,283,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,116,uni2111,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,286,0,0,1,1,1
<78EBF66C>,284,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,116,uni2112,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,287,0,0,1,1,1
<1685E027>,312,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,116,uni2113,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,315,0,0,1,1,1
<07F3288B>,528,np0111,np204021,np204021,,np204022,,sound_np204022,se_np204022,7,116,uni2114,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<F1526FB6>,619,np0111,np206091,np206091,,np206092,,sound_np206092,se_np206092,7,116,uni2115,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<0045406F>,620,np0111,np202041,np202041,,,,,,9,116,uni2116,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<3BCB1148>,621,np0111,np202051,np202051,,,,,,9,116,uni2117,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<74BBA98C>,603,np0111,np071003,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,116,uni2118,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<15E51389>,604,np0111,np071004,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,116,uni2119,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<4BEB6D29>,606,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,116,uni2120,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,681,0,1
<7BCBD41D>,625,np0111,np500101,np500100,,np500101,,sound_np500101,,7,116,uni2121,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<279348CA>,603,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni2122,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<464F7D46>,563,np0111,np012003,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2123,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<BFC550A7>,554,np0111,np012006,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2124,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<6A901C22>,128,np0111,np011002,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,1,1
<10A5E29A>,577,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2126,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<45934684>,580,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2127,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B1530D82>,529,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,117,uni2500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<DE450D44>,530,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,115,uni2501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<F6DE04FF>,531,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,116,uni2502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<34B97682>,532,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,115,uni2503,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<50D942F6>,533,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<081EF36A>,534,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,117,uni2505,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E5611880>,535,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni2506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<AFCD85E3>,536,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni2507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<38146E27>,537,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni2508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E413A9CA>,538,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<C5EBF037>,539,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni2510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<C5DBA10B>,540,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2511,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<9665452E>,541,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<3B1BA617>,542,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,117,uni2513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<37342BB3>,543,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,117,uni2514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<353FA88D>,544,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni2515,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<145AC2E2>,545,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<803F3584>,546,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,117,uni2517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<96A79307>,547,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2518,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<139BDB19>,548,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni2519,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B62D2FA9>,549,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni2520,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<36B6CC09>,550,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni2521,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<FBFA77BD>,551,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni2522,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B89DFBB6>,552,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2523,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<FDF5479E>,553,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2524,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<3D0618BE>,554,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2525,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B381D4A0>,555,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2526,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<1407BB31>,556,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2527,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<DFA69281>,557,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2528,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<82287682>,558,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2529,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<56C13F70>,559,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2530,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<3DAE422E>,560,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2531,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<F5557797>,561,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2532,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<A42B0F18>,562,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2533,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<FD7417FA>,563,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2534,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<19FE6DC8>,564,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2535,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<0C06EB6B>,565,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2536,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<89C12D2E>,566,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni2537,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<2B311EEA>,567,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni2538,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<D2D4D560>,568,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni2539,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<6016CE53>,569,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni2540,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<679AAE8D>,570,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni2541,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<78988B08>,571,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni2542,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<70B41142>,572,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni2543,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<A9D9DDD3>,573,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni2544,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B14783A4>,574,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni2545,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<6D74DBA7>,575,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2546,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<542B7F7F>,576,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2547,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B737ED06>,577,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2548,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<9222FDF8>,578,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2549,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<8D432AF1>,579,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2550,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<D0B0FF51>,580,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2551,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<FF2E8D20>,581,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni2552,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<9437A700>,582,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2553,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E229C976>,583,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2554,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<3D17AA68>,584,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2555,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<D34ABC89>,585,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2556,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<1D53DA0E>,586,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2557,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<BEF652D8>,587,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni2558,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B48E505F>,588,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni2559,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<ADEEFD49>,589,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni2560,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E33B6990>,590,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2561,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<56A3E34F>,591,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni2562,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<C83ED503>,592,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2563,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<2D1E54D4>,593,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2564,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<54C39C69>,594,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni2565,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<A61D9A9F>,595,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2566,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E2652C17>,596,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2567,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E9008037>,597,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2568,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<7EC5DFBD>,598,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2569,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<7FE37813>,599,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2570,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<5C438504>,600,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2571,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<309A01CF>,601,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni2572,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<704CDF64>,602,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni2573,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<F3DBD76C>,603,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni2574,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<9CDED670>,604,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni2575,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<5AC65F0C>,605,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni2576,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,681,0,1
<A687849C>,606,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni2577,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,681,0,1
<BFC3EFE8>,607,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni2578,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,681,0,1
<0FA47B32>,608,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2579,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<57341D5D>,609,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni2580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<475594C6>,610,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2581,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<31703FA8>,611,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni2582,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<16964451>,612,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni2583,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<DBF2894D>,613,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni2584,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<23D07B18>,646,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2600,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<863D2BC3>,647,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2601,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<1147C726>,648,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2602,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<EB0DED47>,649,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2603,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B18E354C>,650,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni2604,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<B9DBCBCA>,651,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2605,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<91BAA94E>,652,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2606,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E7C634B7>,653,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni2607,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<7FC15D0C>,654,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni2608,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<3EDF194E>,655,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni2609,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<C31B9165>,656,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni2610,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<D35829F3>,657,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,,9,129,uni2611,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,1
<E1C41DAB>,481,np0111,np202091,np202091,,np202091,effect_np202091,sound_np202091,se_np202091,7,124,uni3001,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,463,0,0,1,0,1
<4C0B4461>,482,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,116,uni3002,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,464,0,0,1,0,0
<29D3915F>,429,np0111,np500101,np500100,,np500101,,sound_np500101,,7,116,uni3003,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<D42E6DC8>,484,np0111,np206021,np206021,,np206022,,sound_np206022,se_np206022,7,116,uni3004,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<99DAB312>,485,np0111,np206101,np206101,,,,,,9,116,uni3005,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<D483B2E2>,486,np0111,np207091,np207091,,np207091,,sound_np207091,se_np207091,7,116,uni3006,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<C0189FB3>,487,np0111,np207091,np207091,,np207091,,sound_np207091,se_np207091,7,116,uni3007,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<9B76CD43>,488,np0111,np201161,np201161,,np201161,,sound_np201161,se_np201161,7,116,uni3008,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<C3E6C70A>,489,np0111,np201151,np201151,,np201151,,sound_np201151,se_np201151,7,116,uni3009,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<FE531132>,490,np0111,np202031,np202031,,np202031,,sound_np202031,se_np202031,7,116,uni3010,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<E573CB27>,491,np0111,np101503,np101501,,,,,,9,116,uni3011,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,0,0
<7FC67650>,492,np0111,np202091,np202091,,np202091,effect_np202091,sound_np202091,se_np202091,7,124,uni3012,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,465,0,0,1,0,1
