Name {2},RBodyRscID {2},LBodyRscID {2},RscBullet {2},RscEff {7},RscSe {7},TypeRange {1},TypeWpn {1},TypeWpn2 {1},Damage {3},Stability {1},Atr {1},Magazine {1},DMRatio {2},Recast {2},RateBonus {4},DexBonus {4},MakerID {1},MakerLv {1},Rare {1},EquLv {1},GneLv {1},Affix[0] {2},Affix[1] {2},Affix[2] {2},AffixCount {1},SlotNum {1},Price {2},ItemInfo [NoSell] {1},Hanger [SideR] {1},Hanger [BackR] {1},Hanger [BackL] {1},Hanger [SideL] {1},Flag {1},HoldType {1},UseType {1},ArtsID {2},UI {2},UI2 {2}
937,476,0,0,032501,032501,1,1,5,5600,15,2,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,5760,0,0,1,1,0,0,0,0,40,0,941
938,475,0,0,032501,032501,1,1,5,6720,15,2,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,11520,0,0,1,1,0,0,0,0,40,0,941
939,474,0,0,032501,032501,1,1,5,7840,15,2,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,23040,0,0,1,1,0,0,0,0,40,0,941
940,470,0,0,032501,032501,1,1,5,4200,15,2,0,0,1440,0,0,1,1,5,20,3,0,0,0,5,1,1440,0,0,1,1,0,0,0,0,40,0,941
941,473,0,0,032501,032501,1,1,5,5600,15,2,0,0,1440,0,0,1,1,5,30,3,0,0,0,5,1,2880,0,0,1,1,0,0,0,0,40,0,941
942,471,0,0,032501,032501,1,1,5,7000,15,2,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,5760,0,0,1,1,0,0,0,0,40,0,941
943,475,0,0,032501,032501,1,1,5,8400,15,2,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,11520,0,0,1,1,0,0,0,0,40,0,941
944,472,0,0,032501,032501,1,1,5,9800,15,2,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,23040,0,0,1,1,0,0,0,0,40,0,941
945,897,0,3,033001,033001,1,1,5,1440,20,4,1,0,1200,0,0,1,1,1,20,2,2944,0,0,3,1,896,0,0,1,1,0,0,0,0,77,0,976
946,897,0,3,033001,033001,1,1,5,1920,20,4,1,0,1200,0,0,1,1,1,30,2,2945,0,0,3,1,1792,0,0,1,1,0,0,0,0,77,0,976
947,900,0,3,033001,033001,1,1,5,2400,20,4,1,0,1200,0,0,1,1,1,50,2,2946,0,0,3,1,3584,0,0,1,1,0,0,0,0,77,0,976
948,902,0,3,033001,033001,1,1,5,2880,20,4,1,0,1200,0,0,1,1,1,50,2,2947,0,0,3,1,7168,0,0,1,1,0,0,0,0,77,0,976
949,901,0,3,033001,033001,1,1,5,3360,20,4,1,0,1200,0,0,1,1,1,50,2,2948,0,0,3,1,14336,0,0,1,1,0,0,0,0,77,0,976
945,897,0,3,033001,033001,1,1,5,1440,20,4,1,0,1200,0,0,1,4,1,20,2,2944,1618,0,3,1,896,0,0,1,1,0,0,0,0,77,0,976
946,899,0,3,033001,033001,1,1,5,1920,20,4,1,0,1200,0,0,1,4,1,30,2,2945,1619,0,3,1,1792,0,0,1,1,0,0,0,0,77,0,976
947,900,0,3,033001,033001,1,1,5,2400,20,4,1,0,1200,0,0,1,4,1,50,2,2946,1620,0,3,1,3584,0,0,1,1,0,0,0,0,77,0,976
948,902,0,3,033001,033001,1,1,5,2880,20,4,1,0,1200,0,0,1,4,1,50,2,2947,1621,0,3,1,7168,0,0,1,1,0,0,0,0,77,0,976
949,901,0,3,033001,033001,1,1,5,3360,20,4,1,0,1200,0,0,1,4,1,50,2,2948,1622,0,3,1,14336,0,0,1,1,0,0,0,0,77,0,976
945,897,0,3,033001,033001,1,1,5,1440,20,4,1,0,1200,0,0,1,5,1,20,2,2944,1618,486,3,1,896,0,0,1,1,0,0,0,0,77,0,976
946,899,0,3,033001,033001,1,1,5,1920,20,4,1,0,1200,0,0,1,5,1,30,2,2945,1619,487,3,1,1792,0,0,1,1,0,0,0,0,77,0,976
947,900,0,3,033001,033001,1,1,5,2400,20,4,1,0,1200,0,0,1,5,1,50,2,2946,1620,488,3,1,3584,0,0,1,1,0,0,0,0,77,0,976
948,902,0,3,033001,033001,1,1,5,2880,20,4,1,0,1200,0,0,1,5,1,50,2,2947,1621,489,3,1,7168,0,0,1,1,0,0,0,0,77,0,976
949,901,0,3,033001,033001,1,1,5,3360,20,4,1,0,1200,0,0,1,5,1,50,2,2948,1622,490,3,1,14336,0,0,1,1,0,0,0,0,77,0,976
950,897,0,3,033001,033001,1,1,5,1440,20,4,1,0,1200,0,0,1,1,1,20,2,0,0,0,3,0,896,0,0,1,1,0,0,0,0,77,0,976
951,899,0,3,033001,033001,1,1,5,1920,20,4,1,0,1200,0,0,1,1,1,30,2,0,0,0,3,0,1792,0,0,1,1,0,0,0,0,77,0,976
952,900,0,3,033001,033001,1,1,5,2400,20,4,1,0,1200,0,0,1,1,1,50,2,0,0,0,3,0,3584,0,0,1,1,0,0,0,0,77,0,976
953,902,0,3,033001,033001,1,1,5,2880,20,4,1,0,1200,0,0,1,1,1,50,2,0,0,0,3,0,7168,0,0,1,1,0,0,0,0,77,0,976
954,903,0,3,033001,033001,1,1,5,3360,20,4,1,0,1200,0,0,1,1,1,50,2,0,0,0,3,0,14336,0,0,1,1,0,0,0,0,77,0,976
955,897,0,3,033001,033001,1,1,5,1800,20,4,1,0,960,0,0,1,1,5,20,2,0,0,0,5,1,896,0,0,1,1,0,0,0,0,77,0,976
956,899,0,3,033001,033001,1,1,5,2400,20,4,1,0,960,0,0,1,1,5,30,2,0,0,0,5,1,1792,0,0,1,1,0,0,0,0,77,0,976
957,901,0,3,033001,033001,1,1,5,3000,20,4,1,0,960,0,0,1,1,5,50,2,0,0,0,5,2,3584,0,0,1,1,0,0,0,0,77,0,976
958,902,0,3,033001,033001,1,1,5,3600,20,4,1,0,960,0,0,1,1,5,50,2,0,0,0,5,2,7168,0,0,1,1,0,0,0,0,77,0,976
959,898,0,3,033001,033001,1,1,5,4200,20,4,1,0,960,0,0,1,1,5,50,2,0,0,0,5,2,14336,0,0,1,1,0,0,0,0,77,0,976
960,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,20,3,323,0,0,3,1,896,0,0,1,1,0,0,0,0,80,0,979
961,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,30,3,324,0,0,3,1,1792,0,0,1,1,0,0,0,0,80,0,979
962,921,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,325,0,0,3,1,3584,0,0,1,1,0,0,0,0,80,0,979
963,922,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,326,0,0,3,1,7168,0,0,1,1,0,0,0,0,80,0,979
964,919,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,327,0,0,3,1,14336,0,0,1,1,0,0,0,0,80,0,979
960,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,4,1,20,3,323,2264,0,3,1,896,0,0,1,1,0,0,0,0,80,0,979
961,924,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,4,1,30,3,324,2265,0,3,1,1792,0,0,1,1,0,0,0,0,80,0,979
962,921,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,4,1,50,3,325,2266,0,3,1,3584,0,0,1,1,0,0,0,0,80,0,979
963,922,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,4,1,50,3,326,2267,0,3,1,7168,0,0,1,1,0,0,0,0,80,0,979
964,919,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,4,1,50,3,327,2268,0,3,1,14336,0,0,1,1,0,0,0,0,80,0,979
960,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,5,1,20,3,323,2264,486,3,1,896,0,0,1,1,0,0,0,0,80,0,979
961,924,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,5,1,30,3,324,2265,487,3,1,1792,0,0,1,1,0,0,0,0,80,0,979
962,921,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,5,1,50,3,325,2266,488,3,1,3584,0,0,1,1,0,0,0,0,80,0,979
963,922,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,5,1,50,3,326,2267,489,3,1,7168,0,0,1,1,0,0,0,0,80,0,979
964,919,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,5,1,50,3,327,2268,490,3,1,14336,0,0,1,1,0,0,0,0,80,0,979
965,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,20,3,0,0,0,3,0,896,0,0,1,1,0,0,0,0,80,0,979
966,924,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,30,3,0,0,0,3,0,1792,0,0,1,1,0,0,0,0,80,0,979
967,921,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,3584,0,0,1,1,0,0,0,0,80,0,979
968,922,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,7168,0,0,1,1,0,0,0,0,80,0,979
969,923,0,0,032601,032601,1,1,5,0,0,0,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,14336,0,0,1,1,0,0,0,0,80,0,979
970,918,0,0,032601,032601,1,1,5,0,0,0,0,0,1440,0,0,1,1,5,20,3,0,0,0,5,1,896,0,0,1,1,0,0,0,0,80,0,979
971,924,0,0,032601,032601,1,1,5,0,0,0,0,0,1440,0,0,1,1,5,30,3,0,0,0,5,1,1792,0,0,1,1,0,0,0,0,80,0,979
972,919,0,0,032601,032601,1,1,5,0,0,0,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,3584,0,0,1,1,0,0,0,0,80,0,979
973,922,0,0,032601,032601,1,1,5,0,0,0,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,7168,0,0,1,1,0,0,0,0,80,0,979
974,920,0,0,032601,032601,1,1,5,0,0,0,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,14336,0,0,1,1,0,0,0,0,80,0,979
975,771,778,0,032301,032301,1,1,4,1440,12,5,1,0,1200,0,0,2,1,1,20,2,1638,0,0,3,1,384,0,0,0,0,0,0,0,0,67,0,967
976,775,782,0,032301,032301,1,1,4,1920,12,5,1,0,1200,0,0,2,1,1,30,2,1639,0,0,3,1,768,0,0,0,0,0,0,0,0,67,0,967
977,773,780,0,032301,032301,1,1,4,2400,12,5,1,0,1200,0,0,2,1,1,50,2,1640,0,0,3,1,1536,0,0,0,0,0,0,0,0,67,0,967
978,777,784,0,032301,032301,1,1,4,2880,12,5,1,0,1200,0,0,2,1,1,50,2,1641,0,0,3,1,3072,0,0,0,0,0,0,0,0,67,0,967
979,774,781,0,032301,032301,1,1,4,3360,12,5,1,0,1200,0,0,2,1,1,50,2,1642,0,0,3,1,6144,0,0,0,0,0,0,0,0,67,0,967
975,771,778,0,032301,032301,1,1,4,1440,12,5,1,0,1200,0,0,2,4,1,20,2,1638,678,0,3,1,384,0,0,0,0,0,0,0,0,67,0,967
976,775,782,0,032301,032301,1,1,4,1920,12,5,1,0,1200,0,0,2,4,1,30,2,1639,679,0,3,1,768,0,0,0,0,0,0,0,0,67,0,967
977,773,780,0,032301,032301,1,1,4,2400,12,5,1,0,1200,0,0,2,4,1,50,2,1640,680,0,3,1,1536,0,0,0,0,0,0,0,0,67,0,967
978,777,784,0,032301,032301,1,1,4,2880,12,5,1,0,1200,0,0,2,4,1,50,2,1641,681,0,3,1,3072,0,0,0,0,0,0,0,0,67,0,967
979,774,781,0,032301,032301,1,1,4,3360,12,5,1,0,1200,0,0,2,4,1,50,2,1642,682,0,3,1,6144,0,0,0,0,0,0,0,0,67,0,967
975,771,778,0,032301,032301,1,1,4,1440,12,5,1,0,1200,0,0,2,5,1,20,2,1638,678,0,3,2,384,0,0,0,0,0,0,0,0,67,0,967
976,775,782,0,032301,032301,1,1,4,1920,12,5,1,0,1200,0,0,2,5,1,30,2,1639,679,0,3,2,768,0,0,0,0,0,0,0,0,67,0,967
977,773,780,0,032301,032301,1,1,4,2400,12,5,1,0,1200,0,0,2,5,1,50,2,1640,680,0,3,2,1536,0,0,0,0,0,0,0,0,67,0,967
978,777,784,0,032301,032301,1,1,4,2880,12,5,1,0,1200,0,0,2,5,1,50,2,1641,681,0,3,2,3072,0,0,0,0,0,0,0,0,67,0,967
979,774,781,0,032301,032301,1,1,4,3360,12,5,1,0,1200,0,0,2,5,1,50,2,1642,682,0,3,2,6144,0,0,0,0,0,0,0,0,67,0,967
980,771,778,0,032301,032301,1,1,4,1440,12,5,1,0,1200,0,0,2,1,1,20,2,0,0,0,3,0,384,0,0,0,0,0,0,0,0,67,0,967
981,775,782,0,032301,032301,1,1,4,1920,12,5,1,0,1200,0,0,2,1,1,30,2,0,0,0,3,0,768,0,0,0,0,0,0,0,0,67,0,967
982,773,780,0,032301,032301,1,1,4,2400,12,5,1,0,1200,0,0,2,1,1,50,2,0,0,0,3,0,1536,0,0,0,0,0,0,0,0,67,0,967
983,777,784,0,032301,032301,1,1,4,2880,12,5,1,0,1200,0,0,2,1,1,50,2,0,0,0,3,0,3072,0,0,0,0,0,0,0,0,67,0,967
984,772,779,0,032301,032301,1,1,4,3360,12,5,1,0,1200,0,0,2,1,1,50,2,0,0,0,3,0,6144,0,0,0,0,0,0,0,0,67,0,967
985,771,778,0,032301,032301,1,1,4,2592,12,5,1,0,960,0,0,2,1,5,20,2,0,0,0,5,1,384,0,0,0,0,0,0,0,0,67,0,967
986,775,782,0,032301,032301,1,1,4,3456,12,5,1,0,960,0,0,2,1,5,30,2,0,0,0,5,1,768,0,0,0,0,0,0,0,0,67,0,967
987,774,781,0,032301,032301,1,1,4,4320,12,5,1,0,960,0,0,2,1,5,50,2,0,0,0,5,2,1536,0,0,0,0,0,0,0,0,67,0,967
988,777,784,0,032301,032301,1,1,4,5184,12,5,1,0,960,0,0,2,1,5,50,2,0,0,0,5,2,3072,0,0,0,0,0,0,0,0,67,0,967
989,776,783,0,032301,032301,1,1,4,6048,12,5,1,0,960,0,0,2,1,5,50,2,0,0,0,5,2,6144,0,0,0,0,0,0,0,0,67,0,967
990,785,792,0,033701,033701,1,1,4,360,8,4,0,0,600,0,0,2,1,1,20,1,2324,0,0,3,1,224,0,0,0,0,0,0,0,0,68,0,968
991,790,797,0,033701,033701,1,1,4,480,8,4,0,0,600,0,0,2,1,1,30,1,2325,0,0,3,1,448,0,0,0,0,0,0,0,0,68,0,968
992,788,795,0,033701,033701,1,1,4,600,8,4,0,0,600,0,0,2,1,1,50,1,2326,0,0,3,1,896,0,0,0,0,0,0,0,0,68,0,968
993,791,798,0,033701,033701,1,1,4,720,8,4,0,0,600,0,0,2,1,1,50,1,2327,0,0,3,1,1792,0,0,0,0,0,0,0,0,68,0,968
994,789,796,0,033701,033701,1,1,4,840,8,4,0,0,600,0,0,2,1,1,50,1,2328,0,0,3,1,3584,0,0,0,0,0,0,0,0,68,0,968
990,785,792,0,033701,033701,1,1,4,360,8,4,0,0,600,0,0,2,4,1,20,1,2324,678,0,3,1,224,0,0,0,0,0,0,0,0,68,0,968
991,790,797,0,033701,033701,1,1,4,480,8,4,0,0,600,0,0,2,4,1,30,1,2325,679,0,3,1,448,0,0,0,0,0,0,0,0,68,0,968
992,788,795,0,033701,033701,1,1,4,600,8,4,0,0,600,0,0,2,4,1,50,1,2326,680,0,3,1,896,0,0,0,0,0,0,0,0,68,0,968
993,791,798,0,033701,033701,1,1,4,720,8,4,0,0,600,0,0,2,4,1,50,1,2327,681,0,3,1,1792,0,0,0,0,0,0,0,0,68,0,968
994,789,796,0,033701,033701,1,1,4,840,8,4,0,0,600,0,0,2,4,1,50,1,2328,682,0,3,1,3584,0,0,0,0,0,0,0,0,68,0,968
990,785,792,0,033701,033701,1,1,4,360,8,4,0,0,600,0,0,2,5,1,20,1,2324,678,0,3,2,224,0,0,0,0,0,0,0,0,68,0,968
991,790,797,0,033701,033701,1,1,4,480,8,4,0,0,600,0,0,2,5,1,30,1,2325,679,0,3,2,448,0,0,0,0,0,0,0,0,68,0,968
992,788,795,0,033701,033701,1,1,4,600,8,4,0,0,600,0,0,2,5,1,50,1,2326,680,0,3,2,896,0,0,0,0,0,0,0,0,68,0,968
993,791,798,0,033701,033701,1,1,4,720,8,4,0,0,600,0,0,2,5,1,50,1,2327,681,0,3,2,1792,0,0,0,0,0,0,0,0,68,0,968
994,789,796,0,033701,033701,1,1,4,840,8,4,0,0,600,0,0,2,5,1,50,1,2328,682,0,3,2,3584,0,0,0,0,0,0,0,0,68,0,968
995,785,792,0,033701,033701,1,1,4,360,8,4,0,0,600,0,0,2,1,1,20,1,0,0,0,3,0,224,0,0,0,0,0,0,0,0,68,0,968
996,790,797,0,033701,033701,1,1,4,480,8,4,0,0,600,0,0,2,1,1,30,1,0,0,0,3,0,448,0,0,0,0,0,0,0,0,68,0,968
997,788,795,0,033701,033701,1,1,4,600,8,4,0,0,600,0,0,2,1,1,50,1,0,0,0,3,0,896,0,0,0,0,0,0,0,0,68,0,968
998,791,798,0,033701,033701,1,1,4,720,8,4,0,0,600,0,0,2,1,1,50,1,0,0,0,3,0,1792,0,0,0,0,0,0,0,0,68,0,968
999,787,794,0,033701,033701,1,1,4,840,8,4,0,0,600,0,0,2,1,1,50,1,0,0,0,3,0,3584,0,0,0,0,0,0,0,0,68,0,968
1000,785,792,0,033701,033701,1,1,4,448,8,4,0,0,480,0,0,2,1,5,20,1,0,0,0,5,1,224,0,0,0,0,0,0,0,0,68,0,968
1001,790,797,0,033701,033701,1,1,4,600,8,4,0,0,480,0,0,2,1,5,30,1,0,0,0,5,1,448,0,0,0,0,0,0,0,0,68,0,968
1002,789,796,0,033701,033701,1,1,4,744,8,4,0,0,480,0,0,2,1,5,50,1,0,0,0,5,2,896,0,0,0,0,0,0,0,0,68,0,968
1003,791,798,0,033701,033701,1,1,4,896,8,4,0,0,480,0,0,2,1,5,50,1,0,0,0,5,2,1792,0,0,0,0,0,0,0,0,68,0,968
1004,786,793,0,033701,033701,1,1,4,1048,8,4,0,0,480,0,0,2,1,5,50,1,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,68,0,968
1005,841,848,0,033601,033601,1,1,4,432,8,2,1,80,1200,0,0,2,1,1,20,2,123,0,0,3,1,224,0,0,0,0,0,0,0,0,73,0,972
1006,844,851,0,033601,033601,1,1,4,576,8,2,1,80,1200,0,0,2,1,1,30,2,124,0,0,3,1,448,0,0,0,0,0,0,0,0,73,0,972
1007,843,850,0,033601,033601,1,1,4,720,8,2,1,80,1200,0,0,2,1,1,50,2,125,0,0,3,1,896,0,0,0,0,0,0,0,0,73,0,972
1008,846,853,0,033601,033601,1,1,4,864,8,2,1,80,1200,0,0,2,1,1,50,2,126,0,0,3,1,1792,0,0,0,0,0,0,0,0,73,0,972
1009,842,849,0,033601,033601,1,1,4,1008,8,2,1,80,1200,0,0,2,1,1,50,2,127,0,0,3,1,3584,0,0,0,0,0,0,0,0,73,0,972
1005,841,848,0,033601,033601,1,1,4,432,8,2,1,80,1200,0,0,2,4,1,20,2,123,678,0,3,1,224,0,0,0,0,0,0,0,0,73,0,972
1006,844,851,0,033601,033601,1,1,4,576,8,2,1,80,1200,0,0,2,4,1,30,2,124,679,0,3,1,448,0,0,0,0,0,0,0,0,73,0,972
1007,843,850,0,033601,033601,1,1,4,720,8,2,1,80,1200,0,0,2,4,1,50,2,125,680,0,3,1,896,0,0,0,0,0,0,0,0,73,0,972
1008,846,853,0,033601,033601,1,1,4,864,8,2,1,80,1200,0,0,2,4,1,50,2,126,681,0,3,1,1792,0,0,0,0,0,0,0,0,73,0,972
1009,842,849,0,033601,033601,1,1,4,1008,8,2,1,80,1200,0,0,2,4,1,50,2,127,682,0,3,1,3584,0,0,0,0,0,0,0,0,73,0,972
1005,841,848,0,033601,033601,1,1,4,432,8,2,1,80,1200,0,0,2,5,1,20,2,123,678,0,3,2,224,0,0,0,0,0,0,0,0,73,0,972
1006,844,851,0,033601,033601,1,1,4,576,8,2,1,80,1200,0,0,2,5,1,30,2,124,679,0,3,2,448,0,0,0,0,0,0,0,0,73,0,972
1007,843,850,0,033601,033601,1,1,4,720,8,2,1,80,1200,0,0,2,5,1,50,2,125,680,0,3,2,896,0,0,0,0,0,0,0,0,73,0,972
1008,846,853,0,033601,033601,1,1,4,864,8,2,1,80,1200,0,0,2,5,1,50,2,126,681,0,3,2,1792,0,0,0,0,0,0,0,0,73,0,972
1009,842,849,0,033601,033601,1,1,4,1008,8,2,1,80,1200,0,0,2,5,1,50,2,127,682,0,3,2,3584,0,0,0,0,0,0,0,0,73,0,972
1010,841,848,0,033601,033601,1,1,4,432,8,2,1,80,1200,0,0,2,1,1,20,2,0,0,0,3,0,224,0,0,0,0,0,0,0,0,73,0,972
1011,844,851,0,033601,033601,1,1,4,576,8,2,1,80,1200,0,0,2,1,1,30,2,0,0,0,3,0,448,0,0,0,0,0,0,0,0,73,0,972
1012,843,850,0,033601,033601,1,1,4,720,8,2,1,80,1200,0,0,2,1,1,50,2,0,0,0,3,0,896,0,0,0,0,0,0,0,0,73,0,972
1013,846,853,0,033601,033601,1,1,4,864,8,2,1,80,1200,0,0,2,1,1,50,2,0,0,0,3,0,1792,0,0,0,0,0,0,0,0,73,0,972
1014,847,854,0,033601,033601,1,1,4,1008,8,2,1,80,1200,0,0,2,1,1,50,2,0,0,0,3,0,3584,0,0,0,0,0,0,0,0,73,0,972
1015,841,848,0,033601,033601,1,1,4,536,8,2,1,80,960,0,0,2,1,5,20,2,0,0,0,5,1,224,0,0,0,0,0,0,0,0,73,0,972
1016,844,851,0,033601,033601,1,1,4,720,8,2,1,80,960,0,0,2,1,5,30,2,0,0,0,5,1,448,0,0,0,0,0,0,0,0,73,0,972
1017,842,849,0,033601,033601,1,1,4,896,8,2,1,80,960,0,0,2,1,5,50,2,0,0,0,5,2,896,0,0,0,0,0,0,0,0,73,0,972
1018,846,853,0,033601,033601,1,1,4,1080,8,2,1,80,960,0,0,2,1,5,50,2,0,0,0,5,2,1792,0,0,0,0,0,0,0,0,73,0,972
1019,845,852,0,033601,033601,1,1,4,1256,8,2,1,80,960,0,0,2,1,5,50,2,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,73,0,972
1020,428,0,0,023201,023201,2,1,5,4320,12,1,0,0,1200,0,0,2,1,1,20,1,103,0,0,3,1,224,0,0,1,1,0,0,0,0,34,0,935
1021,433,0,0,023201,023201,2,1,5,5760,12,1,0,0,1200,0,0,2,1,1,30,1,104,0,0,3,1,448,0,0,1,1,0,0,0,0,34,0,935
1022,434,0,0,023201,023201,2,1,5,7200,12,1,0,0,1200,0,0,2,1,1,50,1,105,0,0,3,1,896,0,0,1,1,0,0,0,0,34,0,935
1023,432,0,0,023201,023201,2,1,5,8640,12,1,0,0,1200,0,0,2,1,1,50,1,106,0,0,3,1,1792,0,0,1,1,0,0,0,0,34,0,935
1024,430,0,0,023201,023201,2,1,5,10080,12,1,0,0,1200,0,0,2,1,1,50,1,107,0,0,3,1,3584,0,0,1,1,0,0,0,0,34,0,935
1020,428,0,0,023201,023201,2,1,5,4320,12,1,0,0,1200,0,0,2,4,1,20,1,103,678,0,3,1,224,0,0,1,1,0,0,0,0,34,0,935
1021,433,0,0,023201,023201,2,1,5,5760,12,1,0,0,1200,0,0,2,4,1,30,1,104,679,0,3,1,448,0,0,1,1,0,0,0,0,34,0,935
1022,434,0,0,023201,023201,2,1,5,7200,12,1,0,0,1200,0,0,2,4,1,50,1,105,680,0,3,1,896,0,0,1,1,0,0,0,0,34,0,935
1023,432,0,0,023201,023201,2,1,5,8640,12,1,0,0,1200,0,0,2,4,1,50,1,106,681,0,3,1,1792,0,0,1,1,0,0,0,0,34,0,935
1024,430,0,0,023201,023201,2,1,5,10080,12,1,0,0,1200,0,0,2,4,1,50,1,107,682,0,3,1,3584,0,0,1,1,0,0,0,0,34,0,935
1020,428,0,0,023201,023201,2,1,5,4320,12,1,0,0,1200,0,0,2,5,1,20,1,103,678,0,3,2,224,0,0,1,1,0,0,0,0,34,0,935
1021,433,0,0,023201,023201,2,1,5,5760,12,1,0,0,1200,0,0,2,5,1,30,1,104,679,0,3,2,448,0,0,1,1,0,0,0,0,34,0,935
1022,434,0,0,023201,023201,2,1,5,7200,12,1,0,0,1200,0,0,2,5,1,50,1,105,680,0,3,2,896,0,0,1,1,0,0,0,0,34,0,935
1023,432,0,0,023201,023201,2,1,5,8640,12,1,0,0,1200,0,0,2,5,1,50,1,106,681,0,3,2,1792,0,0,1,1,0,0,0,0,34,0,935
1024,430,0,0,023201,023201,2,1,5,10080,12,1,0,0,1200,0,0,2,5,1,50,1,107,682,0,3,2,3584,0,0,1,1,0,0,0,0,34,0,935
1025,428,0,0,023201,023201,2,1,5,4320,12,1,0,0,1200,0,0,2,1,1,20,1,0,0,0,3,0,224,0,0,1,1,0,0,0,0,34,0,935
1026,433,0,0,023201,023201,2,1,5,5760,12,1,0,0,1200,0,0,2,1,1,30,1,0,0,0,3,0,448,0,0,1,1,0,0,0,0,34,0,935
1027,434,0,0,023201,023201,2,1,5,7200,12,1,0,0,1200,0,0,2,1,1,50,1,0,0,0,3,0,896,0,0,1,1,0,0,0,0,34,0,935
1028,432,0,0,023201,023201,2,1,5,8640,12,1,0,0,1200,0,0,2,1,1,50,1,0,0,0,3,0,1792,0,0,1,1,0,0,0,0,34,0,935
1029,431,0,0,023201,023201,2,1,5,10080,12,1,0,0,1200,0,0,2,1,1,50,1,0,0,0,3,0,3584,0,0,1,1,0,0,0,0,34,0,935
1030,428,0,0,023201,023201,2,1,5,5385,12,1,0,0,960,0,0,2,1,5,20,1,0,0,0,5,1,224,0,0,1,1,0,0,0,0,34,0,935
1031,433,0,0,023201,023201,2,1,5,7200,12,1,0,0,960,0,0,2,1,5,30,1,0,0,0,5,1,448,0,0,1,1,0,0,0,0,34,0,935
1032,430,0,0,023201,023201,2,1,5,8985,12,1,0,0,960,0,0,2,1,5,50,1,0,0,0,5,2,896,0,0,1,1,0,0,0,0,34,0,935
1033,432,0,0,023201,023201,2,1,5,10800,12,1,0,0,960,0,0,2,1,5,50,1,0,0,0,5,2,1792,0,0,1,1,0,0,0,0,34,0,935
1034,429,0,0,023201,023201,2,1,5,12585,12,1,0,0,960,0,0,2,1,5,50,1,0,0,0,5,2,3584,0,0,1,1,0,0,0,0,34,0,935
1035,911,0,0,032701,032701,1,1,5,3600,15,4,0,0,1800,0,0,2,1,1,20,3,2038,0,0,3,1,896,0,0,1,1,0,0,0,0,79,0,978
1036,911,0,0,032701,032701,1,1,5,4800,15,4,0,0,1800,0,0,2,1,1,30,3,2039,0,0,3,1,1792,0,0,1,1,0,0,0,0,79,0,978
1037,913,0,0,032701,032701,1,1,5,6000,15,4,0,0,1800,0,0,2,1,1,50,3,2040,0,0,3,1,3584,0,0,1,1,0,0,0,0,79,0,978
1038,915,0,0,032701,032701,1,1,5,7200,15,4,0,0,1800,0,0,2,1,1,50,3,2041,0,0,3,1,7168,0,0,1,1,0,0,0,0,79,0,978
1039,912,0,0,032701,032701,1,1,5,8400,15,4,0,0,1800,0,0,2,1,1,50,3,2042,0,0,3,1,14336,0,0,1,1,0,0,0,0,79,0,978
1035,911,0,0,032701,032701,1,1,5,3600,15,4,0,0,1800,0,0,2,4,1,20,3,2038,678,0,3,1,896,0,0,1,1,0,0,0,0,79,0,978
1036,914,0,0,032701,032701,1,1,5,4800,15,4,0,0,1800,0,0,2,4,1,30,3,2039,679,0,3,1,1792,0,0,1,1,0,0,0,0,79,0,978
