Resource {7},Motion {7},MtpInChara {7},MtpInWpn {7},MtpOutChara {7},MtpOutWpn {7},Cartridge {1}
wd/wd3021014l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3021015l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3021016l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd302201r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022011r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022012r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022013r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022014r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022015r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3022016r,wd/wd302201r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd302201l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022011l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022012l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022013l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022014l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022015l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3022016l,wd/wd302201l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd022501r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225011r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225012r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225013r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225014r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225015r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0225016r,wd/wd022501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd023201r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232011r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232012r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232013r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232014r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232015r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0232016r,wd/wd023201r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd022601r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226011r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226012r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226013r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226014r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226015r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0226016r,wd/wd022601r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd022901r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229011r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229012r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229013r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229014r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229015r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0229016r,wd/wd022901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010201r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102011r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102012r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102013r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102014r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102015r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102016r,wd/wd010201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010202r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102021r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102022r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102023r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102024r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102025r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0102026r,wd/wd010202r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010601r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106011r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106012r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106013r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106014r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106015r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0106016r,wd/wd010601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd032501r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325011r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325012r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325013r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325014r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325015r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0325016r,wd/wd032501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd032901r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329011r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329012r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329013r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329014r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329015r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0329016r,wd/wd032901r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd033401r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334011r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334012r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334013r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334014r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334015r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0334016r,wd/wd033401r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd033501r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335011r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335012r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335013r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335014r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335015r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0335016r,wd/wd033501r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010301r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103011r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103012r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103013r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103014r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103015r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103016r,wd/wd010301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010301r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103011r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103012r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103013r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103014r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103015r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0103016r,wd/wd010302r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010401r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104011r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104012r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104013r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104014r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104015r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104016r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010401r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104011r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104012r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104013r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104014r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104015r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0104016r,wd/wd010401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd010501r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105011r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105012r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105013r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105014r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105015r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0105016r,wd/wd010501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd034101r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341011r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341012r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341013r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341014r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341015r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341016r,wd/wd034101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034101l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341011l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341012l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341013l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341014l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341015l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341016l,wd/wd034101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034105r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341051r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341052r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341053r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341054r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341055r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341056r,wd/wd034105r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034105l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341051l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341052l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341053l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341054l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341055l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341056l,wd/wd034105l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034109r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341091r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341092r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341093r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341094r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341095r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0341096r,wd/wd034109r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034109l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341091l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341092l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341093l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341094l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341095l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0341096l,wd/wd034109l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034201r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342011r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342012r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342013r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342014r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342015r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0342016r,wd/wd034201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034201l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342011l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342012l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342013l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342014l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342015l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0342016l,wd/wd034201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034401r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344011r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344012r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344013r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344014r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344015r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0344016r,wd/wd034401r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034401l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344011l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344012l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344013l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344014l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344015l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0344016l,wd/wd034401l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd035101r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0351011r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0351012r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
