hashID {9},Title {2},Description {2},StatsID {2},Count {3},Type {1},sortID {2},Disp {1},HideGoal {1},Unlock {1},Title_replace_ms {1},Title_replace_id {2},Desc_replace_ms {1},Desc_replace_id {2}
<65339E4A>,867,1852,631,100,1,20420,1,0,0,0,0,4,90
<21F79766>,868,1853,632,10,1,20500,1,0,0,0,0,4,91
<4DCB833F>,869,1854,632,30,1,20510,1,0,0,0,0,4,91
<0AD81AC4>,870,1855,632,100,1,20520,1,0,0,0,0,4,91
<D724361E>,871,1856,633,10,1,20600,1,0,0,0,0,4,92
<38D6CF5D>,872,1857,633,30,1,20610,1,0,0,0,0,4,92
<E793FA9E>,873,1858,633,100,1,20620,1,0,0,0,0,4,92
<6F7E2D8E>,874,1859,634,10,1,20700,1,0,0,0,0,4,93
<38A3D2AC>,875,1860,634,30,1,20710,1,0,0,0,0,4,93
<BD9DDE9D>,876,1861,634,100,1,20720,1,0,0,0,0,4,93
<77F70865>,877,1862,635,10,1,20800,1,0,0,0,0,4,94
<623FD5F6>,878,1863,635,30,1,20810,1,0,0,0,0,4,94
<D169C3C3>,879,1864,635,100,1,20820,1,0,0,0,0,4,94
<DA656408>,880,1865,636,10,1,20900,1,0,0,0,0,4,95
<D7FF7796>,881,1866,636,30,1,20910,1,0,0,0,0,4,95
<BB95CB9A>,882,1867,636,100,1,20920,1,0,0,0,0,4,95
<A4B32A73>,883,1868,637,10,1,21000,1,0,0,0,0,4,96
<5D8660B9>,884,1869,637,30,1,21010,1,0,0,0,0,4,96
<38388827>,885,1870,637,100,1,21020,1,0,0,0,0,4,96
<EA0C68EA>,886,1871,638,10,1,21100,1,0,0,0,0,4,97
<9BF551AD>,887,1872,638,30,1,21110,1,0,0,0,0,4,97
<B26BBB42>,888,1873,638,100,1,21120,1,0,0,0,0,4,97
<693B8F6A>,889,1874,639,10,1,21200,1,0,0,0,0,4,98
<59C10E52>,890,1875,639,30,1,21210,1,0,0,0,0,4,98
<AF2051D4>,891,1876,639,100,1,21220,1,0,0,0,0,4,98
<C8890B04>,892,1877,640,10,1,21300,1,0,0,0,0,4,99
<E81FA95B>,893,1878,640,30,1,21310,1,0,0,0,0,4,99
<99BE7090>,894,1879,640,100,1,21320,1,0,0,0,0,4,99
<EE202666>,895,1880,641,10,1,21400,1,0,0,0,0,4,100
<47E0F15A>,896,1881,641,30,1,21410,1,0,0,0,0,4,100
<46FD97A9>,897,1882,641,100,1,21420,1,0,0,0,0,4,100
<78FB1680>,1907,1910,700,1,0,2120,0,0,0,0,0,0,0
<08048A07>,1908,1911,700,3,0,2121,0,0,0,0,0,0,0
<680C4E95>,1909,1912,700,5,0,2122,0,0,0,0,0,0,0
<0E7E4579>,1913,1967,359,1,0,1251,1,2,0,0,0,0,0
<AD752944>,1914,1968,360,1,0,1252,1,2,0,0,0,0,0
<25A8234E>,1915,1969,361,1,0,1253,1,2,0,0,0,0,0
<99EADD8C>,1916,1970,362,1,0,1254,1,2,0,0,0,0,0
<FF8D0757>,1917,1971,363,1,0,1255,1,2,0,0,0,0,0
<AF7F41AF>,1918,1972,364,1,0,1256,1,2,0,0,0,0,0
<780BD9A9>,1919,1973,365,1,0,1257,1,2,0,0,0,0,0
<98E4090B>,1920,1974,369,1,0,1258,1,2,0,0,0,0,0
<A2249189>,1921,1975,370,1,0,1259,1,2,0,0,0,0,0
<877866C6>,1922,1976,371,1,0,1260,1,2,0,0,0,0,0
<B181AE5B>,1923,1977,372,1,0,1261,1,2,0,0,0,0,0
<AE666820>,1924,1978,373,1,0,1262,1,2,0,0,0,0,0
<70B5DB18>,1925,1979,374,1,0,1263,1,2,0,0,0,0,0
<C4D613AD>,1926,1980,375,1,0,1264,1,2,0,0,0,0,0
<4743A178>,1927,1981,376,1,0,1265,1,2,0,0,0,0,0
<3E3A8D5E>,1928,1982,377,1,0,1266,1,2,0,0,0,0,0
<E3D38160>,1929,1983,379,1,0,1267,1,2,0,0,0,0,0
<0317E986>,1930,1984,380,1,0,1268,1,2,0,0,0,0,0
<62941EB3>,1931,1985,381,1,0,1269,1,2,0,0,0,0,0
<DF9DCCAC>,1932,1986,382,1,0,1270,1,2,0,0,0,0,0
<1AC685C6>,1933,1987,383,1,0,1271,1,2,0,0,0,0,0
<98B9015B>,1934,1988,384,1,0,1272,1,2,0,0,0,0,0
<6129D6C5>,1935,1989,165,1,0,3102,1,2,0,0,0,0,0
<DB3834F3>,1936,1990,170,1,0,3113,1,2,0,0,0,0,0
<18FE48E3>,1937,1991,169,1,0,3105,1,2,0,0,0,0,0
<7AAC2970>,1938,1992,175,1,0,3110,1,2,0,0,0,0,0
<78926BA2>,1939,1993,389,1,0,3114,1,2,0,0,0,0,0
<5A5A1E4E>,1940,1994,390,1,0,3115,1,2,0,0,0,0,0
<C81C6B08>,1941,1995,391,1,0,3118,1,2,0,0,0,0,0
<7609938C>,1942,1996,392,1,0,3120,1,2,0,0,0,0,0
<15518C5A>,1943,1997,181,1,0,3202,1,2,0,0,0,0,0
<C0E100E2>,1944,1998,186,1,0,3213,1,2,0,0,0,0,0
<EBEAB3F9>,1945,1999,185,1,0,3205,1,2,0,0,0,0,0
<23666559>,1946,2000,193,1,0,3210,1,2,0,0,0,0,0
<1D575E7A>,1947,2001,393,1,0,3214,1,2,0,0,0,0,0
<5A3A9F65>,1948,2002,394,1,0,3215,1,2,0,0,0,0,0
<B70E21F2>,1949,2003,395,1,0,3218,1,2,0,0,0,0,0
<6367EDF0>,1950,2004,396,1,0,3220,1,2,0,0,0,0,0
<651B43F6>,1951,2005,222,1,0,3402,1,2,0,0,0,0,0
<717BB4DC>,1952,2006,227,1,0,3413,1,2,0,0,0,0,0
<7BFDBDED>,1953,2007,226,1,0,3405,1,2,0,0,0,0,0
<6EB91E01>,1954,2008,234,1,0,3410,1,2,0,0,0,0,0
<488C6EA5>,1955,2009,238,1,0,3414,1,2,0,0,0,0,0
<0812FF8D>,1956,2010,239,1,0,3415,1,2,0,0,0,0,0
<F1FE1FA0>,1957,2011,240,1,0,3418,1,2,0,0,0,0,0
<99A8235E>,1958,2012,237,1,0,3420,1,2,0,0,0,0,0
<28D85C06>,1959,2013,797,70,1,11351,1,0,0,0,0,0,0
<B655B821>,1960,2014,797,80,1,11352,1,0,0,0,0,0,0
<05171C6E>,1961,2015,797,90,1,11353,1,0,0,0,0,0,0
<0B03729E>,1962,2016,797,99,1,11354,1,0,0,0,0,0,0
<7278C692>,1963,2017,705,10,1,21500,1,0,0,0,0,4,201
<B3378B21>,1964,2018,705,30,1,21510,1,0,0,0,0,4,201
<1E1686E6>,1965,2019,705,100,1,21520,1,0,0,0,0,4,201
<10E68357>,1966,2020,397,1,2,6260,1,2,0,1,594,1,594
<A6CAFE66>,0,0,0,0,0,0,0,0,0,0,0,0,0
